DersKodu;DersAdi;DersiVeren;DersUzunluk;AKTS;OgrSayisi;AcildigiProgram;Donem
EEM-310-50-50-AKTS;Yüksek Gerilim Tekniði ve Tesisi;Dr. Öðr. Üyesi Muhammed Fatih ÇORAPSIZ;3;4;63;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;6
EEM-302-50-50-AKTS;Elektrik Makineleri;Dr. Öðr. Üyesi Muhammed Fatih ÇORAPSIZ;3;5;70;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Doç.Dr. Abdullah BAÞÇÝ;38;30;28;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;8
EEM-408-50-50-AKTS;Bitirme Projesi II;Prof.Dr. Bülent ÇAVUÞOÐLU;2;2;10;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;8
EES-404-50-50-AKTS;Elektrik Elektronik Mühendisliði Seçmeli Tasarým II;Dr. Öðr. Üyesi Ömer ÇOBAN;4;6;11;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;8
EEM-406-50-50 (2018 ve Üzeri);Elektrik Makinelerý Laboratuvarý;Dr. Öðr. Üyesi Muhammed Fatih ÇORAPSIZ;2;3;11;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;8
EEM-410-50-50 (2018 ve Üzeri);Elektrik Elektronik Mühendisliði Uygulamalarý;Doç.Dr. Abdullah BAÞÇÝ;3;4;11;Elektrik-Elektronik Mühendisliði (Ý.Ö.) Programý;8
ENM-104-50-50-AKTS;Bilgisayar Programlama II;Dr. Öðr. Üyesi Betül TURANOÐLU ÞÝRÝN;3;5;91;Endüstri Mühendisliði Programý;2
MAT-102-50-50-AKTS;Matematik II;Prof.Dr. Abdullah KOPUZLU;4;6;77;Endüstri Mühendisliði Programý;2
FIZ-102-50-50-AKTS;Fizik II;Prof.Dr. Yakup KURUCU;5;6;86;Endüstri Mühendisliði Programý;2
MUH-MEK-50-50-AKTS;Mühendislik Mekaniðý;Prof.Dr. Ensar OÐUZ;3;4;109;Endüstri Mühendisliði Programý;2
ENM-102-50-50-AKTS-2017-2018 ve Üzeri);Genel Ekonomi;Dr. Öðr. Üyesi Sinan ÖZTAÞ;3;4;90;Endüstri Mühendisliði Programý;2
ENM-106-50-50-2017-2018 ve Üzeri);Olasýlýða Giriþ;Dr. Öðr. Üyesi Sinan ÖZTAÞ;3;4;92;Endüstri Mühendisliði Programý;2
ENM-206-50-50-AKTS;Mühendislik Ýstatistiði;Prof.Dr. Cafer ÇELÝK;3;5;45;Endüstri Mühendisliði Programý;4
ENM-208-50-50;Yöneylem Araþtýrmalarý I;Doç.Dr. Mustafa YILMAZ;2;4;71;Endüstri Mühendisliði Programý;4
MUH-SAY-50-50-AKTS;Sayýsal Yöntemler;Doç.Dr. Gökay AKKAYA;3;4;69;Endüstri Mühendisliði Programý;4
ENM-204-50-50-AKTS;Endüstri Mühendisliði Mat. Uyg.;Doç.Dr. Mustafa YILMAZ;3;4;126;Endüstri Mühendisliði Programý;4
ENM-202-50-50-AKTS;Ýþbilimi;Doç.Dr. Elif KILIÇ DELÝCE;3;5;89;Endüstri Mühendisliði Programý;4
ENM-210-50-50-AKTS;Sistem Analizi;Prof.Dr. Vecihi YÝÐÝT;2;3;76;Endüstri Mühendisliði Programý;4
ENM-212-50-50-AKTS;Üretim Yöntemleri;Prof.Dr. Burak DÝKÝCÝ;3;4;71;Endüstri Mühendisliði Programý;4
ENM-302-50-50-AKTS;Yöneylem Araþtýrmalarý III;Prof.Dr. Vecihi YÝÐÝT;3;5;89;Endüstri Mühendisliði Programý;6
ENM-308-50-50-AKTS;Kalite Mühendisliði;Prof.Dr. Cafer ÇELÝK;3;5;66;Endüstri Mühendisliði Programý;6
ENM-306-50-50-AKTS;Tesis Tasarýmý ve Planlamasý;Doç.Dr. Gökay AKKAYA;3;5;65;Endüstri Mühendisliði Programý;6
ENM-310-50-50-AKTS;Üretim Planlama ve Kontrol;Dr. Öðr. Üyesi Yeþim OK;3;5;73;Endüstri Mühendisliði Programý;6
ENM-304-50-50-AKTS;Üretim Sistemleri;Doç.Dr. Elif KILIÇ DELÝCE;3;5;72;Endüstri Mühendisliði Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Doç.Dr. Elif KILIÇ DELÝCE;38;30;13;Endüstri Mühendisliði Programý;8
ENM-404-2018-50-50 (2018 ve Üzeri);Bitirme Projesi II;Dr. Öðr. Üyesi Yeþim OK;2;2;18;Endüstri Mühendisliði Programý;8
ENM-410-50-50 (2018 ve Üzeri);Endüstri Mühendisliði Laboratuvarý;Dr. Öðr. Üyesi Yeþim OK;2;3;28;Endüstri Mühendisliði Programý;8
ENS-404-50-50 (2018 ve Üzeri);Endüstri Mühendisliði Seçmeli Tasarým II;Doç.Dr. Elif KILIÇ DELÝCE;4;6;18;Endüstri Mühendisliði Programý;8
ENM-412-50-50 (2018 ve Üzeri);Endüstri Mühendisliði Uygulamalarý;Prof.Dr. Cafer ÇELÝK;6;8;28;Endüstri Mühendisliði Programý;8
ENM-206-50-50-AKTS;Mühendislik Ýstatistiði;Prof.Dr. Cafer ÇELÝK;3;5;9;Endüstri Mühendisliði (Ý.Ö.) Programý;4
ENM-208-50-50-AKTS;Yöneylem Araþtýrmalarý I;Doç.Dr. Mustafa YILMAZ;2;4;19;Endüstri Mühendisliði (Ý.Ö.) Programý;4
ENM-204-50-50-AKTS;Endüstri Mühendisliði Mat. Uyg.;Doç.Dr. Mustafa YILMAZ;3;4;22;Endüstri Mühendisliði (Ý.Ö.) Programý;4
ENM-202-50-50-AKTS;Ýþbilimi;Doç.Dr. Elif KILIÇ DELÝCE;3;5;18;Endüstri Mühendisliði (Ý.Ö.) Programý;4
MUH-SAY-50-ö.ö;Sayýsal Yöntemler;NULL;3;4;0;Endüstri Mühendisliði (Ý.Ö.) Programý;4
ENM-210-50-ö.ö;Sistem Analizi;Prof.Dr. Vecihi YÝÐÝT;2;3;0;Endüstri Mühendisliði (Ý.Ö.) Programý;4
ENM-302-50-50-AKTS;Yöneylem Araþtýrmalarý III;Prof.Dr. Vecihi YÝÐÝT;3;5;32;Endüstri Mühendisliði (Ý.Ö.) Programý;6
ENM-308-50-50-AKTS;Kalite Mühendisliði;Prof.Dr. Cafer ÇELÝK;3;5;22;Endüstri Mühendisliði (Ý.Ö.) Programý;6
ENM-310-50-50-AKTS;Üretim Planlama ve Kontrol;Dr. Öðr. Üyesi Yeþim OK;3;5;16;Endüstri Mühendisliði (Ý.Ö.) Programý;6
ENM-304-50-50-AKTS;Üretim Sistemleri;Doç.Dr. Elif KILIÇ DELÝCE;3;5;15;Endüstri Mühendisliði (Ý.Ö.) Programý;6
ENM-306-50-50-AKTS;Tesis Tasarýmý ve Planlamasý;Doç.Dr. Gökay AKKAYA;3;5;21;Endüstri Mühendisliði (Ý.Ö.) Programý;6
ENS-302-50-50-AKTS;Çok Ölçütlü Karar Verme Problemleri;Dr. Öðr. Üyesi Erdem AKSAKAL;3;4;20;Endüstri Mühendisliði (Ý.Ö.) Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Prof.Dr. Cafer ÇELÝK;38;30;13;Endüstri Mühendisliði (Ý.Ö.) Programý;8
ENS-404-50-50-AKTS;Endüstri Mühendisliði Seçmeli Tasarým II;Dr. Öðr. Üyesi Yeþim OK;4;6;6;Endüstri Mühendisliði (Ý.Ö.) Programý;8
ENM-404-50-50 (2018 ve Üzeri);Bitirme Projesi II;Prof.Dr. Cafer ÇELÝK;2;2;6;Endüstri Mühendisliði (Ý.Ö.) Programý;8
ENM-410-50-ö.ö ;Endüstri Mühendisliði Laboratuvarý;Dr. Öðr. Üyesi Betül TURANOÐLU ÞÝRÝN;2;3;0;Endüstri Mühendisliði (Ý.Ö.) Programý;8
ENM-412-50-ö.ö;Endüstri Mühendisliði Uygulamalarý;NULL;6;8;0;Endüstri Mühendisliði (Ý.Ö.) Programý;8
PHY-102-50-50 ;Physics II;Prof.Dr. Sebahattin TÜZEMEN;5;6;41;Bilgisayar Mühendisliði (Ýngilizce) Programý;2
CEN-104-50-50;Object Oriented Programming;Dr. Öðr. Üyesi Gülþah TÜMÜKLÜ ÖZYER;5;7;51;Bilgisayar Mühendisliði (Ýngilizce) Programý;2
MTH-102-50-50;Mathematics II;Prof.Dr. Murat SUBAÞI;4;6;40;Bilgisayar Mühendisliði (Ýngilizce) Programý;2
CEN-106-50-50;Linear Algebra;Prof.Dr. Murat SUBAÞI;3;5;39;Bilgisayar Mühendisliði (Ýngilizce) Programý;2
CEN-102-50-50 ;Discrete Mathematics;Dr. Öðr. Üyesi Þeyma YÜCEL ALTAY;3;5;45;Bilgisayar Mühendisliði (Ýngilizce) Programý;2
TDE-202-50-50;Turkish Language II;Öðr.Gör.Dr. Dilek AKAN BUDAK;2;1;27;Bilgisayar Mühendisliði (Ýngilizce) Programý;4
CEN-202-50-50;Computer Organization & Design;Arþ.Gör.Dr. Faruk Baturalp GÜNAY;3;5;22;Bilgisayar Mühendisliði (Ýngilizce) Programý;4
CEN-204-50-50;Advanced Programming;Arþ.Gör.Dr. Faruk Baturalp GÜNAY;3;5;22;Bilgisayar Mühendisliði (Ýngilizce) Programý;4
CEN-210-50-50;Signals and Systems;Dr. Öðr. Üyesi Barýþ ÖZYER;3;4;27;Bilgisayar Mühendisliði (Ýngilizce) Programý;4
ENG-STA-50-50;Statistics and Probability;Dr. Öðr. Üyesi Ahmet COÞKUNÇAY;3;4;27;Bilgisayar Mühendisliði (Ýngilizce) Programý;4
CEN-206-50-50 ;Web Programming;Dr. Öðr. Üyesi Levent BAYINDIR;3;5;22;Bilgisayar Mühendisliði (Ýngilizce) Programý;4
CEN-208-50-50;Electronic Circuits;Arþ.Gör.Dr. Faruk Baturalp GÜNAY;5;6;27;Bilgisayar Mühendisliði (Ýngilizce) Programý;4
YDY-102-50-50-AKTS;Yabancý Dil II;Öðr.Gör.Dr. Meryem ODABAÞI;2;1;183;Bilgisayar Mühendisliði Programý;2
MAT-102-50-50-AKTS;Matematik II;Prof.Dr. Tamer UÐUR;4;6;108;Bilgisayar Mühendisliði Programý;2
FIZ-102-50-50-AKTS;Fizik II;Doç.Dr. Erdem ÞAKAR;5;6;114;Bilgisayar Mühendisliði Programý;2
BIM-106-50-50-AKTS;Lineer Cebir;Prof.Dr. Ömer TARAKCI;3;5;117;Bilgisayar Mühendisliði Programý;2
BIM-104-50-50-A;Nesneye Yönelik Programlama;Dr. Öðr. Üyesi Deniz DAL;5;7;64;Bilgisayar Mühendisliði Programý;2
BIM-102-50-50 AKTS;Ayrýk Matematik;Dr. Öðr. Üyesi Mete YAÐANOÐLU;3;5;61;Bilgisayar Mühendisliði Programý;2
TDE-202-50-50-AKTS;Türk Dili II;Öðr.Gör.Dr. Dilek AKAN BUDAK;2;1;193;Bilgisayar Mühendisliði Programý;4
MUH-IST-50-50-AKTS;Ýstatistik ve Olasýlýk;Dr. Öðr. Üyesi Ahmet COÞKUNÇAY;3;4;107;Bilgisayar Mühendisliði Programý;4
BIM-202-50-50-AKTS;Bilgisayar Organizasyonu ve Tasarýmý;Dr. Öðr. Üyesi Mete YAÐANOÐLU;3;5;126;Bilgisayar Mühendisliði Programý;4
BIM-204-50-50-AKTS;Ýleri Programlama;Dr. Öðr. Üyesi Levent BAYINDIR;3;5;106;Bilgisayar Mühendisliði Programý;4
BIM-206-50-50-AKTS;Web Programlama;Dr. Öðr. Üyesi Levent BAYINDIR;3;5;114;Bilgisayar Mühendisliði Programý;4
BIM-208-50-50-AKTS;Elektronik Devreler;Prof.Dr. Köksal ERENTÜRK;5;6;108;Bilgisayar Mühendisliði Programý;4
BIM-210-50-50-AKTS;Sinyaller ve Sistemler;Dr. Öðr. Üyesi Barýþ ÖZYER;3;4;52;Bilgisayar Mühendisliði Programý;4
AIT-302-50-50-AKTS;Atatürk Ýlkeleri ve Ýnkýlap Tarihi II;Prof.Dr. Tolga BAÞAK;2;1;102;Bilgisayar Mühendisliði Programý;6
BIM-308-50-50-AKTS;Paralel Programlamaya Giriþ;Dr. Öðr. Üyesi Deniz DAL;3;5;86;Bilgisayar Mühendisliði Programý;6
BIM-304-50-50-AKTS;Otomata Teorisi;Dr. Öðr. Üyesi Tolga AYDIN;3;5;77;Bilgisayar Mühendisliði Programý;6
BIM-306-50-50-AKTS;Bilgisayar Aðlarý;Dr. Öðr. Üyesi Bilal USANMAZ;5;6;69;Bilgisayar Mühendisliði Programý;6
BIM-310-50-50-AKTS;Kontrol Sistemleri;Dr. Öðr. Üyesi Barýþ ÖZYER;3;4;77;Bilgisayar Mühendisliði Programý;6
BIM-302-50-50-AKTS;Algoritmalarýn Tasarým ve Analizi;Dr. Öðr. Üyesi Ferhat BOZKURT;3;5;91;Bilgisayar Mühendisliði Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Dr. Öðr. Üyesi Bilal USANMAZ;38;30;24;Bilgisayar Mühendisliði Programý;8
BIM-406-50-50-AKTS;Bitirme Projesi II;Dr. Öðr. Üyesi Bilal USANMAZ;2;2;44;Bilgisayar Mühendisliði Programý;8
BIS-404-50-50 (2018 ve Üzeri);Bilgisayar Mühendisliði Seçmeli Tasarým II;Dr. Öðr. Üyesi Bilal USANMAZ;4;6;28;Bilgisayar Mühendisliði Programý;8
BIM-408-50-50 (2018 ve Üzeri);Bilgisayar Mühendisliði Laboratuvarý;Dr. Öðr. Üyesi Bilal USANMAZ;2;3;28;Bilgisayar Mühendisliði Programý;8
BIM-410-50-50 (2018 ve Üzeri);Bilgisayar Mühendisliði Uygulamalarý;Arþ.Gör.Dr. Faruk Baturalp GÜNAY;3;4;28;Bilgisayar Mühendisliði Programý;8
MAT-102-50-50-AKTS;Matematik II;Prof.Dr. Sezgin AKBULUT;4;6;103;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
YDY-102-50-50-AKTS;Yabancý Dil II;Öðr.Gör.Dr. Meryem ODABAÞI;2;1;113;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
FIZ-102-50-50-AKTS;Fizik II;Doç.Dr. Erdem ÞAKAR;5;6;93;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BIM-102-50-50-AKTS;Ayrýk Matematik;Dr. Öðr. Üyesi Ferhat BOZKURT;3;5;54;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BIM-106-50-50-AKTS;Lineer Cebir;Dr. Öðr. Üyesi Sait TAÞ;3;5;109;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BIM-104-50-50-A;Nesneye Yönelik Programlama;Dr. Öðr. Üyesi Deniz DAL;5;7;61;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
MUH-IST-50-50-AKTS;Ýstatistik ve Olasýlýk;Dr. Öðr. Üyesi Ahmet COÞKUNÇAY;3;4;67;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
BIM-206-50-50-AKTS;Web Programlama;Dr. Öðr. Üyesi Levent BAYINDIR;3;5;79;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
BIM-204-50-50-AKTS;Ýleri Programlama;Dr. Öðr. Üyesi Levent BAYINDIR;3;5;76;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
BIM-202-50-50-AKTS;Bilgisayar Organizasyonu ve Tasarýmý;Dr. Öðr. Üyesi Mete YAÐANOÐLU;3;5;99;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
BIM-208-50-50-AKTS;Elektronik Devreler;Prof.Dr. Köksal ERENTÜRK;5;6;75;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
BIM-210-50-50-AKTS;Sinyaller ve Sistemler;Dr. Öðr. Üyesi Barýþ ÖZYER;3;4;44;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
AIT-302-50-50-AKTS;Atatürk Ýlkeleri ve Ýnkýlap Tarihi II;Prof.Dr. Erdal AYDOÐAN;2;1;60;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
BIM-306-50-50-AKTS;Bilgisayar Aðlarý;Dr. Öðr. Üyesi Bilal USANMAZ;5;6;56;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
BIM-304-50-50-AKTS;Otomata Teorisi;Dr. Öðr. Üyesi Tolga AYDIN;3;5;58;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
BIM-308-50-50-AKTS;Paralel Programlamaya Giriþ;Dr. Öðr. Üyesi Deniz DAL;3;5;63;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
BIM-310-50-50-AKTS;Kontrol Sistemleri;Dr. Öðr. Üyesi Barýþ ÖZYER;3;4;62;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
BIM-302-50-50-AKTS;Algoritmalarýn Tasarým ve Analizi;Dr. Öðr. Üyesi Ferhat BOZKURT;3;5;58;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Dr. Öðr. Üyesi Bilal USANMAZ;38;30;9;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BIS-404-50-50-AKTS-2018;Bilgisayar Mühendisliði Seçmeli Tasarým II;Dr. Öðr. Üyesi Levent BAYINDIR;4;6;13;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BIM-408-50-50 (2018 ve Üzeri);Bilgisayar Mühendisliði Laboratuvarý;Dr. Öðr. Üyesi Bilal USANMAZ;2;3;13;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BIM-410-50-50 (2018 ve Üzeri);Bilgisayar Mühendisliði Uygulamalarý;Arþ.Gör.Dr. Faruk Baturalp GÜNAY;3;4;12;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BIM-406-50-50-AKTS;Bitirme Projesi II;Prof.Dr. Abdulsamet HAÞILOÐLU;2;2;39;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
MMM-106-50-50-AKTS;Cevher Hazýrlama ve Zenginleþtirme;NULL;2;4;0;Metalurji ve Malzeme Mühendisliði Programý;2
MUH-UME (Sadece UME'ye Gidecek Öðr. Alacak);Uygulamalý Mühendislik Eðitimi;Dr. Öðr. Üyesi Yunus Emre BENKLÝ;38;30;2;Metalurji ve Malzeme Mühendisliði Programý;8
YZM-102-50-50;Nesneye Yönelik Programlama;Dr. Öðr. Üyesi Esra ODABAÞ YILDIRIM;3;7;62;Yazýlým Mühendisliði Programý;2
YZM-102-50-50;Ayrýk Matematik;Dr. Öðr. Üyesi Þeyma YÜCEL ALTAY;3;5;62;Yazýlým Mühendisliði Programý;2
MAT-102-50-50;Matematik II;Prof.Dr. Nejmi CENGÝZ;4;6;62;Yazýlým Mühendisliði Programý;2
FIZ-102-50-50;Fizik II;Prof.Dr. Mustafa SAÐLAM;5;6;62;Yazýlým Mühendisliði Programý;2
MUH-IST-50-50;Ýstatistik ve Olasýlýk;Prof.Dr. Taner TEKÝN;3;4;62;Yazýlým Mühendisliði Programý;2
BM-104-50-50-A-KREDÝ;Nesneye Yönelik Prog.;Dr. Öðr. Üyesi Deniz DAL;5;6;3;Bilgisayar Mühendisliði Programý;2
MAT-102-50-50-KREDÝ;Matematik II;Prof.Dr. Tamer UÐUR;4;5;1;Bilgisayar Mühendisliði Programý;2
BM-102-50-50-KREDÝ;Ayrýk Matematik;Dr. Öðr. Üyesi Mete YAÐANOÐLU;3;5;1;Bilgisayar Mühendisliði Programý;2
OZD-102;Yabancý Dil II;Öðr.Gör.Dr. Meryem ODABAÞI;2;2;1;Bilgisayar Mühendisliði Programý;2
BM-106-50-50-KREDÝ;Lineer Cebir;Prof.Dr. Ömer TARAKCI;3;5;3;Bilgisayar Mühendisliði Programý;2
FIZ-102-50-50-KREDÝ;Fizik II;Doç.Dr. Erdem ÞAKAR;5;NULL;5;Bilgisayar Mühendisliði Programý;2
BM-204-50-50-KREDÝ;Ýleri Programlama;Dr. Öðr. Üyesi Levent BAYINDIR;5;6;2;Bilgisayar Mühendisliði Programý;4
BM-202-50-50-KREDÝ;Bilg. Org. ve Tasarýmý;Dr. Öðr. Üyesi Mete YAÐANOÐLU;3;6;4;Bilgisayar Mühendisliði Programý;4
MF-IST-50-50-KREDÝ;Ýstatistik ve Olasýlýk;Dr. Öðr. Üyesi Ahmet COÞKUNÇAY;3;0;2;Bilgisayar Mühendisliði Programý;2
MF-IST-50-50-KREDÝ;Ýstatistik ve Olasýlýk;Dr. Öðr. Üyesi Ahmet COÞKUNÇAY;3;0;2;Bilgisayar Mühendisliði Programý;4
BM-206-50-50-KREDÝ;Web Programlama;Dr. Öðr. Üyesi Levent BAYINDIR;3;6;3;Bilgisayar Mühendisliði Programý;4
BM-208-50-50-KREDÝ;Elektronik Devreler;Prof.Dr. Köksal ERENTÜRK;5;6;4;Bilgisayar Mühendisliði Programý;4
OZD-202;Türk Dili II;Öðr.Gör.Dr. Dilek AKAN BUDAK;2;2;4;Bilgisayar Mühendisliði Programý;4
BM-210-50-50-KREDÝ;Sayýsal Yöntemler;Dr. Öðr. Üyesi Ýlhan Volkan ÖNER;3;NULL;0;Bilgisayar Mühendisliði Programý;4
BM-302-50-50-KREDÝ;Algoritma Tasarým ve Analizi;Dr. Öðr. Üyesi Ferhat BOZKURT;3;6;4;Bilgisayar Mühendisliði Programý;6
BM-306-50-50-KREDÝ;Bilgisayar Aðlarý;Dr. Öðr. Üyesi Bilal USANMAZ;5;6;4;Bilgisayar Mühendisliði Programý;6
BM-308-50-50-KREDÝ;PARALEL PROGRAMLAMAYA GÝRÝS;Dr. Öðr. Üyesi Deniz DAL;3;0;6;Bilgisayar Mühendisliði Programý;6
BIM-402-50-50-2017-AKTS;Nesnelerin Ýnterneti;Dr. Öðr. Üyesi Bilal USANMAZ;3;5;15;Bilgisayar Mühendisliði Programý;8
BIM-404-50-50-2017-AKTS;Bilgisayar Bilgi Güvenliði ve Yönetimi;Prof.Dr. Abdulsamet HAÞILOÐLU;3;5;15;Bilgisayar Mühendisliði Programý;8
BIS-404-50-50-2017-AKTS;Bilgisayar Mühendisliði Seçmeli Tasarým II;Dr. Öðr. Üyesi Bilal USANMAZ;3;4;16;Bilgisayar Mühendisliði Programý;8
BM-408-50-50-KREDÝ;Bitirme Projesi II;Dr. Öðr. Üyesi Bilal USANMAZ;2;NULL;3;Bilgisayar Mühendisliði Programý;8
BMS-406-50-50-KREDÝ;Bilgisayar Mühendisliði Seçmeli Tasarým II;Dr. Öðr. Üyesi Bilal USANMAZ;3;3;3;Bilgisayar Mühendisliði Programý;8
BM-402-50-50-KREDÝ;Otomata Teorisi;Dr. Öðr. Üyesi Tolga AYDIN;3;4;8;Bilgisayar Mühendisliði Programý;8
BM-404-50-50-KREDÝ;KONTROL SÝSTEMLERÝ ;Dr. Öðr. Üyesi Barýþ ÖZYER;3;0;6;Bilgisayar Mühendisliði Programý;8
OZD-302;Atatürk Ýlkeleri ve Ýnkýlap Tarihi II;Prof.Dr. Erdal AYDOÐAN;2;2;3;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
BM-102-50-50-KREDÝ;Ayrýk Matematik;Dr. Öðr. Üyesi Mete YAÐANOÐLU;3;5;2;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BM-306-KREDÝ;Bilgisayar Aðlarý;Dr. Öðr. Üyesi Bilal USANMAZ;5;6;3;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
BIS-404-50-50-AKTS-2017;Bilgisayar Mühendisliði Seçmeli Tasarým II;Dr. Öðr. Üyesi Levent BAYINDIR;3;4;27;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BMS-404-50-50;Bilgisayar Mühendisliði Seçmeli Tasarým II;Dr. Öðr. Üyesi Gülþah TÜMÜKLÜ ÖZYER;3;3;6;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BM-202-50-50;Bilg. Org. ve Tasarýmý;Dr. Öðr. Üyesi Mete YAÐANOÐLU;3;6;1;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
 BM-408-50-50;Bitirme Projesi II;Prof.Dr. Abdulsamet HAÞILOÐLU;2;NULL;6;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BM-204-50-50;Ýleri Programlama;Dr. Öðr. Üyesi Levent BAYINDIR;5;6;1;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
BM-206-50-50;Web Programlama;Dr. Öðr. Üyesi Levent BAYINDIR;3;6;1;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
BM-208-50-50-KREDÝ;Elektronik Devreler;Prof.Dr. Köksal ERENTÜRK;5;6;3;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
BM-204-50-50;Veri Org. ve Yönetimi;Dr. Öðr. Üyesi Levent BAYINDIR;3;6;1;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
MAT-102-50-50;Matematik II;Prof.Dr. Sezgin AKBULUT;4;5;4;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
FIZ-102-50-50;Fizik II;Doç.Dr. Erdem ÞAKAR;5;NULL;3;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BM-106-50-50-KREDÝ;Lineer Cebir;Dr. Öðr. Üyesi Sait TAÞ;3;5;3;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
OZD-102;Yabancý Dil II;Öðr.Gör.Dr. Meryem ODABAÞI;2;2;5;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BM-402-50-50;Otomata Teorisi;Dr. Öðr. Üyesi Tolga AYDIN;3;4;8;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BM-404-50-50;KONTROL SÝSTEMLERÝ ;Dr. Öðr. Üyesi Barýþ ÖZYER;3;0;6;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BM-104-50-50-B;Nesneye Yönelik Prog.;Dr. Öðr. Üyesi Gülþah TÜMÜKLÜ ÖZYER;5;6;5;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BM-308-50-50;PARALEL PROGRAMLAMAYA GÝRÝS;Dr. Öðr. Üyesi Deniz DAL;3;0;5;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
BIM-402-50-ö.ö;Nesnelerin Ýnterneti;Dr. Öðr. Üyesi Bilal USANMAZ;3;5;0;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BIM-404-50-50-2017;Bilgisayar Bilgi Güvenliði ve Yönetimi;Prof.Dr. Abdulsamet HAÞILOÐLU;3;5;19;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
KIM-102-50-50-KREDÝ;Genel Kimya II;Dr. Öðr. Üyesi Zafer EKÝNCÝ;3;5;5;Kimya Mühendisliði Programý;2
KIM-104-50-50-KREDÝ;Analitik Kimya;Doç.Dr. Hakan TEMÜR;3;5;4;Kimya Mühendisliði Programý;2
KIM-106-50-50;Kimya Laboratuvarý;Dr. Öðr. Üyesi Zafer EKÝNCÝ;3;NULL;2;Kimya Mühendisliði Programý;2
KM-204-50-50;Akýþkanlar Mekaniði;Doç.Dr. Mehmet YILMAZ;4;8;0;Kimya Mühendisliði Programý;4
KM-206-50-50;Kimya Mühendisliðinde Sayýsal Yöntemler;Prof.Dr. Taner TEKÝN;3;6;0;Kimya Mühendisliði Programý;4
KM-202-50-50;Kimyasal Proses Hesaplarý;Prof.Dr. Enes ÞAYAN;3;6;3;Kimya Mühendisliði Programý;3
KM-202-50-50;Kimyasal Proses Hesaplarý;Prof.Dr. Enes ÞAYAN;3;6;3;Kimya Mühendisliði Programý;4
